date,vehicle_id,model,region,repair_type,issue_category,technician_level,service_cycle_time_hrs,mtbf_hours,fleet_uptime_pct,resolution_rate,parts_cost,labor_cost,total_cost
2026-03-21,RBT0108,Cybercab,San Francisco CA,Scheduled Maintenance,Software Update,Mid,0.56,384.56,92.92,0.9,52.84,56.1,108.94
2026-03-21,RBT0032,Cybercab,San Francisco CA,Robotaxi Repair,Tire Replacement,Senior,4.23,460.84,78.71,0.886,1450.71,513.8,1964.51
2026-03-21,RBT0073,Model Y,Las Vegas NV,Tesla Fleet,Software Update,Senior,3.67,156.87,77.91,0.919,971.95,288.83,1260.78
2026-03-21,RBT0095,Model 3,Miami FL,Robotaxi Repair,Camera Calibration,Junior,4.57,368.05,76.83,0.895,657.93,527.58,1185.51
2026-03-21,RBT0192,Model 3,San Francisco CA,Robotaxi Repair,Electrical Issue,Junior,3.42,415.54,80.95,0.875,1618.33,262.45,1880.78
2026-03-21,RBT0082,Model 3,Miami FL,B2B Customer,Camera Calibration,Mid,2.57,166.41,86.03,0.952,515.17,264.88,780.05
2026-03-21,RBT0170,Model Y,Phoenix AZ,Emergency Repair,Camera Calibration,Mid,6.11,475.15,75.0,0.954,1337.14,702.69,2039.8300000000002
2026-03-21,RBT0133,Model Y,Miami FL,Robotaxi Repair,Software Update,Mid,2.29,264.32,84.82,0.986,795.17,290.2,1085.37
2026-03-21,RBT0132,Model 3,Las Vegas NV,Emergency Repair,Software Update,Junior,6.33,381.7,75.0,0.878,1868.45,762.44,2630.8900000000003
2026-03-21,RBT0111,Cybercab,Austin TX,Scheduled Maintenance,Battery Issue,Mid,1.78,412.13,87.63,0.857,1548.81,190.64,1739.4499999999998
2026-03-21,RBT0163,Cybercab,San Francisco CA,Robotaxi Repair,Camera Calibration,Senior,4.86,262.34,76.72,0.856,377.97,721.34,1099.31
2026-03-21,RBT0038,Cybercab,Las Vegas NV,Robotaxi Repair,Camera Calibration,Senior,3.46,349.63,81.47,0.947,1777.17,332.77,2109.94
2026-03-21,RBT0068,Cybercab,Phoenix AZ,B2B Customer,Sensor Failure,Junior,1.8,178.25,86.09,0.905,245.51,180.14,425.65
2026-03-21,RBT0095,Model 3,Miami FL,Tesla Fleet,Camera Calibration,Mid,3.24,349.72,82.69,0.884,1333.37,270.37,1603.7399999999998
2026-03-21,RBT0160,Cybercab,Miami FL,Scheduled Maintenance,Sensor Failure,Mid,1.99,255.95,87.39,0.872,85.27,183.08,268.35
2026-03-21,RBT0128,Cybercab,San Francisco CA,Scheduled Maintenance,Tire Replacement,Junior,1.21,310.08,89.39,0.889,986.48,154.63,1141.1100000000001
2026-03-21,RBT0142,Model 3,Austin TX,Robotaxi Repair,Electrical Issue,Senior,3.72,451.16,78.07,0.94,433.54,402.34,835.88
2026-03-21,RBT0176,Cybercab,Las Vegas NV,Robotaxi Repair,Battery Issue,Mid,3.98,424.91,78.69,0.952,1174.33,424.62,1598.9499999999998
2026-03-21,RBT0155,Model Y,San Francisco CA,Scheduled Maintenance,Electrical Issue,Mid,2.0,205.29,86.31,0.885,1421.09,236.04,1657.1299999999999
2026-03-21,RBT0067,Model Y,Austin TX,Robotaxi Repair,Battery Issue,Junior,4.9,253.51,75.0,0.954,637.35,415.59,1052.94
2026-03-21,RBT0151,Model 3,Las Vegas NV,Scheduled Maintenance,Electrical Issue,Senior,1.86,336.24,88.87,0.922,144.42,269.09,413.51
2026-03-21,RBT0142,Model 3,Austin TX,Robotaxi Repair,Brake System,Junior,1.17,439.83,89.88,0.851,135.83,151.39,287.22
2026-03-21,RBT0134,Model Y,San Francisco CA,Robotaxi Repair,Tire Replacement,Senior,2.72,249.5,84.18,0.932,71.35,247.75,319.1
2026-03-21,RBT0052,Cybercab,Las Vegas NV,Robotaxi Repair,Camera Calibration,Junior,4.95,210.35,75.32,0.939,329.17,421.78,750.95
2026-03-21,RBT0147,Cybercab,Miami FL,Emergency Repair,Battery Issue,Mid,2.95,200.0,84.49,0.956,1158.43,375.07,1533.5
2026-03-21,RBT0059,Cybercab,Austin TX,Tesla Fleet,Software Update,Junior,3.3,384.98,83.14,0.856,1265.4,379.29,1644.69
2026-03-21,RBT0078,Model Y,Miami FL,Robotaxi Repair,Software Update,Mid,2.4,424.59,84.99,0.891,677.28,325.39,1002.67
2026-03-21,RBT0019,Cybercab,Las Vegas NV,Emergency Repair,Software Update,Junior,3.91,317.89,80.54,0.889,606.36,390.25,996.61
2026-03-21,RBT0029,Model 3,Miami FL,Emergency Repair,Sensor Failure,Junior,5.34,369.22,75.0,0.927,809.11,653.08,1462.19
2026-03-21,RBT0090,Model Y,Phoenix AZ,Emergency Repair,Software Update,Mid,7.32,321.81,75.0,0.906,841.98,1024.66,1866.64
2026-03-21,RBT0166,Cybercab,San Francisco CA,Emergency Repair,Electrical Issue,Senior,4.23,244.93,77.86,0.857,1413.85,437.35,1851.1999999999998
2026-03-21,RBT0085,Model Y,San Francisco CA,B2B Customer,Electrical Issue,Mid,1.41,152.8,87.68,0.926,109.44,106.87,216.31
2026-03-21,RBT0017,Model 3,Las Vegas NV,Scheduled Maintenance,Electrical Issue,Senior,0.73,376.86,93.64,0.852,433.64,98.73,532.37
2026-03-21,RBT0022,Cybercab,Austin TX,Robotaxi Repair,Battery Issue,Senior,2.46,242.84,86.57,0.945,182.31,227.07,409.38
2026-03-21,RBT0022,Cybercab,Austin TX,Robotaxi Repair,Brake System,Mid,4.24,252.64,75.57,0.924,1165.56,436.32,1601.8799999999999
2026-03-21,RBT0062,Model Y,San Francisco CA,B2B Customer,Battery Issue,Mid,1.3,137.81,88.89,0.912,567.43,166.72,734.15
2026-03-21,RBT0103,Model 3,Austin TX,Tesla Fleet,Tire Replacement,Senior,2.46,459.88,85.99,0.947,1975.65,270.92,2246.57
2026-03-21,RBT0091,Model Y,Austin TX,Robotaxi Repair,Battery Issue,Senior,2.84,222.91,84.1,0.956,1868.19,348.84,2217.03
2026-03-21,RBT0185,Model Y,Phoenix AZ,Emergency Repair,Brake System,Mid,7.79,325.47,75.0,0.907,468.88,776.76,1245.6399999999999
2026-03-21,RBT0145,Model 3,Phoenix AZ,Robotaxi Repair,Camera Calibration,Junior,1.78,420.89,88.02,0.887,1357.58,194.83,1552.4099999999999
2026-03-21,RBT0189,Cybercab,Miami FL,Emergency Repair,Sensor Failure,Mid,6.12,313.97,75.0,0.884,1504.88,678.52,2183.4
2026-03-21,RBT0119,Model Y,Austin TX,Scheduled Maintenance,Electrical Issue,Senior,0.63,466.61,93.78,0.963,245.51,56.29,301.8
2026-03-21,RBT0065,Model 3,Austin TX,Robotaxi Repair,Camera Calibration,Mid,2.73,257.68,82.38,0.964,1395.9,328.35,1724.25
2026-03-21,RBT0159,Model Y,San Francisco CA,Scheduled Maintenance,Software Update,Senior,0.7,222.62,93.53,0.89,127.84,98.09,225.93
2026-03-21,RBT0098,Model Y,Las Vegas NV,B2B Customer,Battery Issue,Junior,4.05,464.62,79.85,0.975,947.37,491.54,1438.91
2026-03-21,RBT0144,Cybercab,San Francisco CA,Emergency Repair,Tire Replacement,Junior,3.55,209.57,81.88,0.937,1432.76,325.82,1758.58
2026-03-21,RBT0060,Model Y,San Francisco CA,Emergency Repair,Electrical Issue,Mid,5.91,425.87,75.0,0.876,1171.7,554.69,1726.39
2026-03-21,RBT0007,Cybercab,Miami FL,Robotaxi Repair,Sensor Failure,Mid,3.47,369.12,81.75,0.922,622.0,315.29,937.29
2026-03-21,RBT0086,Cybercab,Las Vegas NV,Tesla Fleet,Brake System,Senior,1.28,335.64,88.25,0.935,1609.41,142.66,1752.0700000000002
2026-03-21,RBT0194,Model Y,Las Vegas NV,Tesla Fleet,Electrical Issue,Junior,2.31,202.75,84.73,0.976,162.28,334.11,496.39
2026-03-21,RBT0106,Model Y,Phoenix AZ,Tesla Fleet,Brake System,Senior,3.76,392.89,78.14,0.984,292.42,282.98,575.4000000000001
2026-03-21,RBT0048,Cybercab,Austin TX,Scheduled Maintenance,Electrical Issue,Mid,1.98,144.54,85.38,0.958,893.37,241.01,1134.38
2026-03-21,RBT0066,Model 3,San Francisco CA,B2B Customer,Software Update,Mid,2.8,354.67,82.16,0.861,1779.07,316.04,2095.11
2026-03-21,RBT0150,Model Y,Austin TX,Robotaxi Repair,Brake System,Mid,4.71,277.2,75.0,0.962,56.73,551.05,607.78
2026-03-21,RBT0097,Model Y,Austin TX,Robotaxi Repair,Software Update,Mid,4.19,229.4,76.79,0.937,1602.49,356.78,1959.27
2026-03-21,RBT0105,Model Y,Austin TX,Tesla Fleet,Sensor Failure,Senior,4.3,345.61,78.26,0.892,154.61,611.53,766.14
2026-03-21,RBT0066,Model 3,San Francisco CA,Tesla Fleet,Sensor Failure,Senior,3.59,353.37,81.16,0.901,375.66,391.56,767.22
2026-03-21,RBT0185,Model Y,Phoenix AZ,B2B Customer,Battery Issue,Senior,4.7,321.67,75.12,0.872,1693.4,439.28,2132.6800000000003
2026-03-21,RBT0172,Model 3,Phoenix AZ,Scheduled Maintenance,Software Update,Senior,1.49,478.27,90.16,0.963,836.9,219.01,1055.9099999999999
2026-03-21,RBT0122,Cybercab,Phoenix AZ,Tesla Fleet,Brake System,Senior,1.28,206.95,88.72,0.933,1309.09,116.4,1425.49
2026-03-21,RBT0133,Model Y,Miami FL,Emergency Repair,Software Update,Senior,6.19,262.83,75.0,0.93,1106.28,593.59,1699.87
2026-03-21,RBT0047,Model 3,Phoenix AZ,Emergency Repair,Electrical Issue,Junior,3.55,476.56,80.25,0.855,1493.18,502.33,1995.51
2026-03-21,RBT0119,Model Y,Austin TX,Tesla Fleet,Sensor Failure,Mid,3.39,488.02,79.71,0.965,1561.4,365.11,1926.5100000000002
2026-03-21,RBT0119,Model Y,Austin TX,B2B Customer,Software Update,Junior,3.98,495.01,77.44,0.903,304.99,345.45,650.44
2026-03-21,RBT0180,Model 3,Phoenix AZ,Emergency Repair,Camera Calibration,Senior,7.61,445.35,75.0,0.942,1824.95,758.57,2583.52
2026-03-21,RBT0041,Cybercab,Phoenix AZ,Tesla Fleet,Camera Calibration,Mid,1.91,152.65,87.83,0.876,928.34,249.69,1178.03
2026-03-21,RBT0170,Model Y,Phoenix AZ,B2B Customer,Software Update,Junior,4.27,502.89,78.04,0.893,1020.53,375.22,1395.75
2026-03-21,RBT0143,Model Y,Austin TX,B2B Customer,Battery Issue,Mid,3.86,149.86,79.7,0.859,1051.11,434.65,1485.7599999999998
2026-03-21,RBT0081,Model 3,San Francisco CA,B2B Customer,Software Update,Junior,2.8,209.72,83.92,0.858,1331.67,414.38,1746.0500000000002
2026-03-21,RBT0163,Cybercab,San Francisco CA,Tesla Fleet,Sensor Failure,Mid,3.09,255.38,80.44,0.952,1410.92,290.81,1701.73
2026-03-21,RBT0148,Model Y,Austin TX,Tesla Fleet,Brake System,Mid,2.87,287.18,83.44,0.986,1938.65,299.52,2238.17
2026-03-21,RBT0008,Model Y,Miami FL,Tesla Fleet,Camera Calibration,Mid,3.75,496.94,79.66,0.962,425.96,471.61,897.5699999999999
2026-03-21,RBT0076,Cybercab,Miami FL,B2B Customer,Sensor Failure,Senior,4.43,113.79,75.34,0.963,148.86,512.93,661.79
2026-03-21,RBT0041,Cybercab,Phoenix AZ,Emergency Repair,Software Update,Mid,2.5,168.03,82.6,0.909,744.84,247.45,992.29
2026-03-21,RBT0186,Cybercab,San Francisco CA,Scheduled Maintenance,Tire Replacement,Senior,1.11,267.11,90.37,0.98,1896.69,110.05,2006.74
2026-03-21,RBT0047,Model 3,Phoenix AZ,Tesla Fleet,Brake System,Mid,1.4,478.64,88.19,0.91,61.16,110.45,171.61
2026-03-21,RBT0002,Model Y,Austin TX,Emergency Repair,Brake System,Mid,5.13,440.37,75.0,0.97,617.78,406.56,1024.34
2026-03-21,RBT0005,Model 3,Austin TX,Robotaxi Repair,Brake System,Mid,2.41,229.0,83.57,0.975,1730.07,227.9,1957.97
2026-03-21,RBT0101,Model Y,Austin TX,Emergency Repair,Camera Calibration,Senior,4.83,203.84,75.0,0.969,443.35,554.43,997.78
2026-03-21,RBT0126,Model 3,Las Vegas NV,Emergency Repair,Brake System,Junior,5.08,145.34,75.0,0.916,131.7,404.83,536.53
2026-03-21,RBT0125,Cybercab,Austin TX,Robotaxi Repair,Software Update,Mid,1.78,291.28,86.79,0.981,350.07,161.45,511.52
2026-03-21,RBT0171,Cybercab,Miami FL,Scheduled Maintenance,Sensor Failure,Junior,0.57,323.75,93.56,0.926,1484.97,52.1,1537.07
2026-03-21,RBT0131,Cybercab,Las Vegas NV,Emergency Repair,Electrical Issue,Mid,6.48,200.5,75.0,0.852,1551.81,796.08,2347.89
2026-03-21,RBT0019,Cybercab,Las Vegas NV,Emergency Repair,Brake System,Senior,4.91,321.79,75.83,0.931,999.61,677.66,1677.27
2026-03-21,RBT0152,Model Y,Las Vegas NV,Tesla Fleet,Software Update,Senior,2.07,440.39,85.91,0.888,75.71,205.07,280.78
2026-03-21,RBT0067,Model Y,Austin TX,Robotaxi Repair,Brake System,Junior,2.42,278.8,85.94,0.919,1976.32,357.59,2333.91
2026-03-21,RBT0003,Cybercab,Phoenix AZ,Robotaxi Repair,Camera Calibration,Mid,2.99,457.57,81.42,0.885,86.74,300.08,386.82
2026-03-21,RBT0009,Model 3,San Francisco CA,Emergency Repair,Sensor Failure,Junior,5.95,353.29,75.0,0.936,577.02,736.26,1313.28
2026-03-21,RBT0182,Model 3,Las Vegas NV,Robotaxi Repair,Electrical Issue,Junior,4.88,270.15,75.0,0.986,322.83,556.28,879.1099999999999
2026-03-21,RBT0094,Model 3,Austin TX,Emergency Repair,Electrical Issue,Junior,4.81,449.78,75.0,0.882,1148.87,519.69,1668.56
2026-03-21,RBT0180,Model 3,Phoenix AZ,Scheduled Maintenance,Brake System,Mid,1.3,442.41,90.03,0.984,271.67,127.49,399.16
2026-03-21,RBT0134,Model Y,San Francisco CA,Emergency Repair,Brake System,Senior,3.6,252.36,80.07,0.872,57.2,411.37,468.57
2026-03-21,RBT0108,Cybercab,San Francisco CA,B2B Customer,Electrical Issue,Senior,2.28,377.66,87.0,0.947,1621.66,218.27,1839.93
2026-03-21,RBT0022,Cybercab,Austin TX,Emergency Repair,Brake System,Junior,3.47,270.66,79.22,0.975,110.7,427.32,538.02
2026-03-21,RBT0185,Model Y,Phoenix AZ,Emergency Repair,Brake System,Senior,5.74,299.2,75.0,0.967,620.44,652.37,1272.81
2026-03-21,RBT0085,Model Y,San Francisco CA,Robotaxi Repair,Electrical Issue,Mid,1.77,136.1,87.24,0.968,466.59,261.05,727.64
2026-03-21,RBT0174,Model 3,Austin TX,Robotaxi Repair,Battery Issue,Junior,4.93,253.19,76.05,0.957,964.04,554.52,1518.56
2026-03-21,RBT0089,Model 3,Miami FL,Tesla Fleet,Electrical Issue,Junior,4.55,440.93,77.35,0.929,857.92,527.98,1385.9
2026-03-21,RBT0133,Model Y,Miami FL,Robotaxi Repair,Brake System,Junior,1.94,258.41,85.48,0.942,282.14,236.67,518.81
2026-03-21,RBT0082,Model 3,Miami FL,Emergency Repair,Sensor Failure,Junior,7.3,169.12,75.0,0.93,120.03,992.84,1112.8700000000001
2026-03-21,RBT0159,Model Y,San Francisco CA,Scheduled Maintenance,Battery Issue,Mid,1.81,228.58,87.97,0.913,1358.64,210.64,1569.2800000000002
2026-03-21,RBT0127,Model 3,Las Vegas NV,Scheduled Maintenance,Brake System,Senior,0.98,330.38,91.41,0.912,1017.98,97.01,1114.99
2026-03-21,RBT0012,Model Y,Miami FL,Emergency Repair,Camera Calibration,Junior,7.93,491.14,75.0,0.937,127.59,864.16,991.75
2026-03-21,RBT0193,Model Y,Austin TX,B2B Customer,Brake System,Senior,1.27,367.33,89.01,0.934,1137.76,123.6,1261.36
2026-03-22,RBT0026,Model 3,Miami FL,Emergency Repair,Electrical Issue,Senior,5.76,374.71,75.0,0.879,563.97,653.42,1217.3899999999999
2026-03-22,RBT0158,Model Y,San Francisco CA,Scheduled Maintenance,Software Update,Senior,0.53,302.22,90.84,0.917,204.58,49.6,254.18
2026-03-22,RBT0013,Cybercab,San Francisco CA,Scheduled Maintenance,Tire Replacement,Junior,0.77,453.43,92.93,0.934,1282.47,77.08,1359.55
2026-03-22,RBT0116,Model Y,Phoenix AZ,Robotaxi Repair,Camera Calibration,Senior,1.4,333.14,89.76,0.926,1304.97,193.84,1498.81
2026-03-22,RBT0121,Cybercab,Las Vegas NV,Robotaxi Repair,Camera Calibration,Junior,4.26,169.06,78.55,0.851,833.49,548.27,1381.76
2026-03-22,RBT0102,Cybercab,San Francisco CA,Emergency Repair,Sensor Failure,Junior,2.28,439.45,84.37,0.959,1199.49,195.83,1395.32
2026-03-22,RBT0062,Model Y,San Francisco CA,Emergency Repair,Camera Calibration,Junior,3.34,164.21,81.11,0.98,901.48,326.93,1228.41
2026-03-22,RBT0157,Model Y,San Francisco CA,Scheduled Maintenance,Sensor Failure,Junior,1.57,185.77,88.42,0.914,1247.66,219.39,1467.0500000000002
2026-03-22,RBT0135,Model Y,Austin TX,B2B Customer,Software Update,Mid,2.42,345.84,86.13,0.912,1492.48,320.15,1812.63
2026-03-22,RBT0121,Cybercab,Las Vegas NV,B2B Customer,Sensor Failure,Mid,2.32,193.29,86.07,0.957,907.96,331.06,1239.02
2026-03-22,RBT0169,Model Y,San Francisco CA,Tesla Fleet,Software Update,Senior,1.37,283.14,89.69,0.973,484.16,131.31,615.47
2026-03-22,RBT0191,Model 3,San Francisco CA,Tesla Fleet,Battery Issue,Junior,2.24,343.27,85.8,0.865,198.88,179.11,377.99
2026-03-22,RBT0041,Cybercab,Phoenix AZ,Scheduled Maintenance,Sensor Failure,Senior,1.88,156.1,85.78,0.882,1313.94,186.46,1500.4
2026-03-22,RBT0165,Model Y,Miami FL,Robotaxi Repair,Software Update,Mid,3.14,449.76,81.2,0.955,1647.31,418.75,2066.06
2026-03-22,RBT0197,Model 3,San Francisco CA,Emergency Repair,Sensor Failure,Senior,2.22,273.55,87.24,0.913,920.5,175.78,1096.28
2026-03-22,RBT0162,Model 3,San Francisco CA,B2B Customer,Software Update,Senior,4.89,168.17,75.12,0.9,1049.14,463.74,1512.88
2026-03-22,RBT0121,Cybercab,Las Vegas NV,Scheduled Maintenance,Camera Calibration,Mid,0.54,198.45,91.69,0.958,1464.98,57.5,1522.48
2026-03-22,RBT0187,Model 3,Miami FL,Tesla Fleet,Electrical Issue,Junior,1.27,168.72,88.27,0.895,476.33,142.25,618.5799999999999
2026-03-22,RBT0060,Model Y,San Francisco CA,B2B Customer,Electrical Issue,Junior,2.42,461.8,84.38,0.949,362.33,346.71,709.04
2026-03-22,RBT0130,Model Y,San Francisco CA,B2B Customer,Tire Replacement,Mid,1.93,180.36,88.79,0.958,456.34,150.53,606.87
2026-03-22,RBT0147,Cybercab,Miami FL,Emergency Repair,Electrical Issue,Junior,3.99,206.73,79.2,0.893,369.17,544.93,914.0999999999999
2026-03-22,RBT0100,Model 3,Las Vegas NV,B2B Customer,Software Update,Mid,1.36,186.18,90.27,0.86,726.57,177.61,904.1800000000001
2026-03-22,RBT0092,Cybercab,Las Vegas NV,Emergency Repair,Software Update,Senior,4.6,487.56,77.63,0.977,634.79,618.79,1253.58
2026-03-22,RBT0103,Model 3,Austin TX,Scheduled Maintenance,Tire Replacement,Mid,1.08,485.09,89.87,0.939,745.64,104.26,849.9
2026-03-22,RBT0107,Cybercab,Austin TX,Robotaxi Repair,Tire Replacement,Mid,2.07,333.28,88.09,0.866,174.1,155.78,329.88
2026-03-22,RBT0165,Model Y,Miami FL,Robotaxi Repair,Software Update,Junior,1.31,458.58,89.17,0.927,1308.78,190.54,1499.32
2026-03-22,RBT0136,Cybercab,Miami FL,Robotaxi Repair,Software Update,Mid,4.35,458.71,76.42,0.975,1425.21,409.6,1834.81
2026-03-22,RBT0003,Cybercab,Phoenix AZ,Emergency Repair,Software Update,Senior,4.92,449.99,75.0,0.989,1203.41,634.44,1837.8500000000001
2026-03-22,RBT0068,Cybercab,Phoenix AZ,B2B Customer,Camera Calibration,Mid,2.15,169.48,84.99,0.878,1871.76,292.78,2164.54
2026-03-22,RBT0138,Model 3,Phoenix AZ,Scheduled Maintenance,Electrical Issue,Senior,1.02,389.31,88.86,0.952,1191.03,130.82,1321.85
2026-03-22,RBT0149,Model Y,Austin TX,B2B Customer,Sensor Failure,Senior,4.56,224.62,75.8,0.867,1505.2,680.98,2186.1800000000003
2026-03-22,RBT0148,Model Y,Austin TX,Scheduled Maintenance,Brake System,Junior,0.5,287.9,93.89,0.978,591.88,68.23,660.11
2026-03-22,RBT0161,Model 3,Las Vegas NV,Robotaxi Repair,Software Update,Junior,1.53,251.96,87.49,0.936,1111.22,123.42,1234.64
2026-03-22,RBT0074,Cybercab,Miami FL,B2B Customer,Tire Replacement,Mid,4.89,422.15,76.2,0.918,1253.53,372.5,1626.03
2026-03-22,RBT0012,Model Y,Miami FL,Scheduled Maintenance,Electrical Issue,Mid,1.42,469.1,89.62,0.889,837.03,135.85,972.88
2026-03-22,RBT0034,Model Y,Miami FL,Robotaxi Repair,Camera Calibration,Junior,1.85,311.07,86.71,0.914,1710.36,264.04,1974.3999999999999
2026-03-22,RBT0104,Model Y,Miami FL,Scheduled Maintenance,Battery Issue,Junior,1.8,415.08,85.7,0.927,530.35,236.84,767.19
2026-03-22,RBT0065,Model 3,Austin TX,Scheduled Maintenance,Software Update,Junior,1.35,279.29,88.8,0.977,793.71,163.42,957.13
2026-03-22,RBT0077,Model Y,Phoenix AZ,Tesla Fleet,Battery Issue,Senior,4.03,201.57,78.14,0.911,1709.08,381.82,2090.9
2026-03-22,RBT0030,Cybercab,Miami FL,Robotaxi Repair,Battery Issue,Senior,1.18,184.65,91.52,0.961,1637.99,117.11,1755.1
2026-03-22,RBT0141,Cybercab,San Francisco CA,B2B Customer,Tire Replacement,Mid,2.37,301.14,87.03,0.966,1574.5,226.23,1800.73
2026-03-22,RBT0045,Model 3,Phoenix AZ,Tesla Fleet,Tire Replacement,Mid,4.5,335.97,75.0,0.925,1095.09,530.78,1625.87
2026-03-22,RBT0016,Model 3,Phoenix AZ,Tesla Fleet,Brake System,Junior,4.83,138.64,76.59,0.889,1475.87,613.88,2089.75
2026-03-22,RBT0180,Model 3,Phoenix AZ,Tesla Fleet,Tire Replacement,Mid,2.17,457.18,84.56,0.863,558.39,289.92,848.31
2026-03-22,RBT0179,Cybercab,San Francisco CA,Scheduled Maintenance,Camera Calibration,Senior,1.2,144.96,88.86,0.869,1392.0,116.04,1508.04
2026-03-22,RBT0039,Model Y,Austin TX,Emergency Repair,Battery Issue,Mid,3.46,491.82,80.31,0.863,428.92,441.13,870.05
2026-03-22,RBT0097,Model Y,Austin TX,Tesla Fleet,Camera Calibration,Junior,1.24,244.92,89.98,0.985,217.26,112.09,329.35
2026-03-22,RBT0041,Cybercab,Phoenix AZ,Robotaxi Repair,Battery Issue,Junior,4.75,162.01,75.0,0.925,383.12,393.53,776.65
2026-03-22,RBT0011,Model 3,San Francisco CA,Robotaxi Repair,Brake System,Senior,1.31,314.24,87.72,0.944,1280.18,129.74,1409.92
2026-03-22,RBT0149,Model Y,Austin TX,Tesla Fleet,Software Update,Mid,4.04,241.56,77.78,0.927,1683.81,346.6,2030.4099999999999
2026-03-22,RBT0103,Model 3,Austin TX,Scheduled Maintenance,Electrical Issue,Senior,1.48,465.78,90.05,0.86,1887.03,131.32,2018.35
2026-03-22,RBT0085,Model Y,San Francisco CA,B2B Customer,Sensor Failure,Mid,1.13,143.39,88.5,0.984,891.89,113.46,1005.35
2026-03-22,RBT0022,Cybercab,Austin TX,Tesla Fleet,Tire Replacement,Junior,3.7,276.62,78.13,0.89,236.37,357.88,594.25
2026-03-22,RBT0180,Model 3,Phoenix AZ,B2B Customer,Sensor Failure,Mid,2.64,425.47,83.28,0.886,1490.14,309.61,1799.75
2026-03-22,RBT0144,Cybercab,San Francisco CA,Robotaxi Repair,Sensor Failure,Mid,2.7,201.99,85.15,0.923,301.01,374.88,675.89
2026-03-22,RBT0089,Model 3,Miami FL,Tesla Fleet,Sensor Failure,Junior,4.96,417.28,76.22,0.868,1346.44,389.94,1736.38
2026-03-22,RBT0171,Cybercab,Miami FL,Scheduled Maintenance,Software Update,Senior,0.54,334.44,93.7,0.956,1708.16,45.22,1753.38
2026-03-22,RBT0151,Model 3,Las Vegas NV,B2B Customer,Battery Issue,Senior,2.23,344.95,84.12,0.882,389.9,197.34,587.24
2026-03-22,RBT0020,Model Y,Austin TX,Scheduled Maintenance,Sensor Failure,Junior,0.74,149.32,90.94,0.967,852.85,70.98,923.83
2026-03-22,RBT0169,Model Y,San Francisco CA,B2B Customer,Software Update,Mid,1.74,279.99,88.83,0.892,913.3,234.35,1147.6499999999999
2026-03-22,RBT0183,Cybercab,Las Vegas NV,B2B Customer,Battery Issue,Senior,3.05,233.18,81.37,0.954,1472.88,361.95,1834.8300000000002
2026-03-22,RBT0095,Model 3,Miami FL,Tesla Fleet,Software Update,Mid,4.0,361.47,78.22,0.977,1650.84,383.15,2033.9899999999998
2026-03-22,RBT0154,Cybercab,Austin TX,Emergency Repair,Camera Calibration,Senior,5.75,447.09,75.0,0.882,839.29,765.28,1604.57
2026-03-22,RBT0177,Cybercab,Miami FL,Tesla Fleet,Tire Replacement,Junior,4.99,431.27,75.0,0.964,1147.31,399.01,1546.32
2026-03-22,RBT0110,Model 3,Las Vegas NV,Scheduled Maintenance,Electrical Issue,Mid,1.94,150.79,85.9,0.94,168.13,278.89,447.02
2026-03-22,RBT0054,Model 3,Las Vegas NV,Scheduled Maintenance,Battery Issue,Junior,0.9,207.31,90.73,0.885,1705.54,114.6,1820.1399999999999
2026-03-22,RBT0143,Model Y,Austin TX,B2B Customer,Battery Issue,Mid,4.11,157.96,79.57,0.905,1453.37,513.81,1967.1799999999998
2026-03-22,RBT0096,Model Y,Miami FL,Tesla Fleet,Software Update,Senior,3.32,139.58,82.86,0.868,1285.89,440.0,1725.89
2026-03-22,RBT0121,Cybercab,Las Vegas NV,Emergency Repair,Battery Issue,Senior,3.5,179.59,81.93,0.949,1980.28,392.03,2372.31
2026-03-22,RBT0162,Model 3,San Francisco CA,Emergency Repair,Software Update,Mid,2.62,154.99,82.71,0.914,1307.48,379.97,1687.45
2026-03-22,RBT0161,Model 3,Las Vegas NV,B2B Customer,Tire Replacement,Senior,3.19,232.98,80.8,0.982,608.91,370.28,979.1899999999999
2026-03-22,RBT0050,Cybercab,Miami FL,Emergency Repair,Tire Replacement,Mid,3.48,391.11,80.16,0.864,1474.92,299.23,1774.15
2026-03-22,RBT0143,Model Y,Austin TX,Emergency Repair,Brake System,Senior,5.83,144.64,75.0,0.956,1585.29,471.27,2056.56
2026-03-22,RBT0180,Model 3,Phoenix AZ,Robotaxi Repair,Battery Issue,Junior,3.7,444.0,78.01,0.976,1054.77,331.67,1386.44
2026-03-22,RBT0001,Cybercab,Phoenix AZ,Scheduled Maintenance,Sensor Failure,Junior,0.87,115.88,90.22,0.868,164.91,110.0,274.90999999999997
2026-03-22,RBT0175,Cybercab,Phoenix AZ,Robotaxi Repair,Sensor Failure,Mid,3.15,256.94,81.82,0.928,1437.58,367.03,1804.61
2026-03-22,RBT0171,Cybercab,Miami FL,B2B Customer,Brake System,Senior,2.1,304.32,84.78,0.867,606.68,280.99,887.67
2026-03-22,RBT0075,Model 3,Las Vegas NV,Emergency Repair,Electrical Issue,Mid,6.7,465.68,75.0,0.94,1684.74,878.44,2563.1800000000003
2026-03-22,RBT0104,Model Y,Miami FL,B2B Customer,Brake System,Senior,2.19,430.03,84.71,0.964,1215.8,239.39,1455.19
2026-03-22,RBT0143,Model Y,Austin TX,Emergency Repair,Electrical Issue,Senior,5.78,132.02,75.0,0.965,561.42,800.96,1362.38
